Time (+08),Latitude,Longitude,Course,kts,mph,feet,Rate,Reporting Facility
Thu 12:18:00 PM    Left Gate (SIN) @ Thursday 12:18:00 PM +08,,,,,,,, Airline
Taxi Time: 10 minutes,,,,,,,,
Thu 12:28:03 PM    Departure (SIN) @ Thursday 12:28:03 PM +08,,,,,,,, FlightAware ADS-B (XSP / WSSL)
Sat 12:55:58 PM,1.3582,103.9972,↗ 22°,166,191,725,, FlightAware ADS-B (WSAG)
Sat 12:56:15 PM,1.3706,104.0024,↗ 23°,186,214,1100,1455, FlightAware ADS-B (XSP / WSSL)
Sat 12:56:31 PM,1.3843,104.0083,↗ 24°,210,242,1525,2016, FlightAware ADS-B (TGA / WSAT)
Sat 12:56:47 PM,1.3999,104.015,↗ 23°,229,264,2175,2813, FlightAware ADS-B (JHB / WMKJ)
Sat 12:57:03 PM,1.4159,104.0218,↗ 23°,239,275,3025,3441, FlightAware ADS-B (JHB / WMKJ)
Sat 12:57:21 PM,1.4359,104.0302,↗ 23°,245,282,4125,2844, FlightAware ADS-B (SIN / WSSS)
Sat 12:57:51 PM,1.4649,104.0425,↗ 23°,266,306,5300,1915, FlightAware ADS-B (WSAG)
Sat 12:58:08 PM,1.4877,104.0493,↑ 6°,268,308,5625,1000, FlightAware ADS-B (XSP / WSSL)
Sat 12:58:24 PM,1.5069,104.046,↖ 338°,271,312,5850,727, FlightAware ADS-B (XSP / WSSL)
Sat 12:58:41 PM,1.5238,104.0316,← 306°,305,351,6025,409, FlightAware ADS-B (JHB / WMKJ)
Sat 12:58:57 PM,1.5349,104.0096,← 293°,327,376,6075,423, FlightAware ADS-B (QPG / WSAP)
Sat 12:59:20 PM,1.5483,103.9771,← 293°,333,383,6300,2236, FlightAware ADS-B (WSAG)
Sat 12:59:50 PM,1.5666,103.9347,← 293°,326,375,8050,3600, FlightAware ADS-B (SIN / WSSS)
Sat 01:00:20 PM,1.5847,103.8926,← 293°,329,379,9900,3575, FlightAware ADS-B (SIN / WSSS)
Sat 01:00:50 PM,1.6029,103.8508,← 293°,328,377,11625,3100, FlightAware ADS-B (TGA / WSAT)
Sat 01:01:20 PM,1.6213,103.8085,← 293°,338,389,13000,2575, FlightAware ADS-B (TGA / WSAT)
Sat 01:01:50 PM,1.6393,103.7672,← 293°,345,397,14200,2375, FlightAware ADS-B (QPG / WSAP)
Sat 01:02:20 PM,1.6584,103.7232,← 294°,354,407,15375,2425, FlightAware ADS-B (TGA / WSAT)
Sat 01:02:50 PM,1.6786,103.6767,← 293°,361,415,16625,2325, FlightAware ADS-B (JHB / WMKJ)
Sat 01:03:20 PM,1.6986,103.6305,← 293°,369,425,17700,1900, FlightAware ADS-B (QPG / WSAP)
Sat 01:03:50 PM,1.7196,103.582,← 293°,385,443,18525,1125, FlightAware ADS-B (XSP / WSSL)
Sat 01:04:20 PM,1.7421,103.5305,← 293°,408,470,18825,600, FlightAware ADS-B (JHB / WMKJ)
Sat 01:04:55 PM,1.7689,103.4685,← 293°,413,475,19175,623, FlightAware ADS-B (SIN / WSSS)
Sat 01:05:25 PM,1.7916,103.4162,← 293°,414,476,19500,656, FlightAware ADS-B (SIN / WSSS)
Sat 01:05:43 PM,1.8055,103.3849,← 296°,411,473,19700,846, FlightAware ADS-B (TGA / WSAT)
Sat 01:06:04 PM,1.8282,103.3553,↖ 319°,407,468,20050,1402, FlightAware ADS-B (JHB / WMKJ)
Sat 01:06:44 PM,1.8924,103.3109,↖ 326°,412,474,21125,1286, FlightAware ADS-B (SIN / WSSS)
Sat 01:07:14 PM,1.9386,103.2797,↖ 326°,417,480,21550,800, FlightAware ADS-B (QPG / WSAP)
Sat 01:07:44 PM,1.988,103.2462,↖ 326°,423,487,21925,403, FlightAware ADS-B (WMAP)
Sat 01:08:21 PM,2.0498,103.2044,↖ 326°,425,489,22000,75, FlightAware ADS-B (WMAP)
Sat 01:08:44 PM,2.0843,103.1778,← 315°,403,464,22000,, FlightAware ADS-B (MKZ / WMKM)
Sat 01:09:04 PM,2.1051,103.1478,← 298°,384,442,22000,, FlightAware ADS-B (WMAP)
Sat 01:09:53 PM,2.1193,103.0662,← 277°,379,436,22000,, FlightAware ADS-B (SZB / WMSA)
Sat 01:10:24 PM,2.1251,103.0135,← 276°,379,436,22000,, FlightAware ADS-B (SZB / WMSA)
Sat 01:10:56 PM,2.1311,102.9561,← 276°,380,437,22000,, FlightAware ADS-B (MKZ / WMKM)
Sat 01:11:26 PM,2.1363,102.9054,← 276°,378,435,22000,-25, FlightAware ADS-B (MKZ / WMKM)
Sat 01:11:56 PM,2.142,102.8497,← 276°,380,437,21975,-475, FlightAware ADS-B (SIN / WSSS)
Sat 01:12:26 PM,2.1472,102.7993,← 276°,374,430,21525,-925, FlightAware ADS-B (WMAP)
Sat 01:12:56 PM,2.1525,102.747,← 276°,370,426,21050,-1016, FlightAware ADS-B (SZB / WMSA)
Sat 01:13:28 PM,2.1581,102.6927,← 276°,370,426,20475,-1062, FlightAware ADS-B (WMAP)
Sat 01:14:01 PM,2.1638,102.6373,← 276°,366,421,19900,-1000, FlightAware ADS-B (SIN / WSSS)
Sat 01:14:31 PM,2.1694,102.5881,← 277°,361,415,19425,-975, FlightAware ADS-B (MKZ / WMKM)
Sat 01:15:01 PM,2.1753,102.5386,← 277°,355,409,18925,-1350, FlightAware ADS-B (SIN / WSSS)
Sat 01:15:31 PM,2.1806,102.49,← 276°,351,404,18075,-1770, FlightAware ADS-B (PKU / WIBB)
Sat 01:16:02 PM,2.1863,102.4415,← 277°,346,398,17125,-1863, FlightAware ADS-B (PKU / WIBB)
Sat 01:16:33 PM,2.1921,102.3914,← 277°,342,394,16150,-1623, FlightAware ADS-B (SZB / WMSA)
Sat 01:17:03 PM,2.1974,102.3444,← 277°,328,377,15475,-1175, FlightAware ADS-B (WMAP)
Sat 01:17:33 PM,2.2025,102.3003,← 276°,312,359,14975,-1300, FlightAware ADS-B (WMAP)
Sat 01:18:03 PM,2.2074,102.2577,← 277°,309,356,14175,-1650, FlightAware ADS-B (WMAP)
Sat 01:18:33 PM,2.2122,102.2154,← 277°,308,354,13325,-1425, FlightAware ADS-B (WMAP)
Sat 01:19:03 PM,2.217,102.174,← 277°,308,354,12750,-1089, FlightAware ADS-B (PKU / WIBB)
Sat 01:19:35 PM,2.2221,102.1287,← 276°,301,346,12200,-968, FlightAware ADS-B (MKZ / WMKM)
Sat 01:20:05 PM,2.2268,102.087,← 277°,294,338,11750,-950, FlightAware ADS-B (MKZ / WMKM)
Sat 01:20:35 PM,2.2315,102.046,← 276°,295,339,11250,-664, FlightAware ADS-B (MKZ / WMKM)
Sat 01:21:06 PM,2.236,102.0068,← 276°,296,341,11075,-250, FlightAware ADS-B (SZB / WMSA)
Sat 01:21:41 PM,2.2416,101.9589,← 277°,298,343,10975,-554, FlightAware ADS-B (SZB / WMSA)
Sat 01:22:11 PM,2.2462,101.9185,← 276°,293,337,10475,-1000, FlightAware ADS-B (SZB / WMSA)
Sat 01:22:41 PM,2.2508,101.8771,← 276°,294,338,9975,-848, FlightAware ADS-B (SZB / WMSA)
Sat 01:22:57 PM,2.2533,101.8552,← 277°,293,337,9825,-516, FlightAware ADS-B (MKZ / WMKM)
Sat 01:23:13 PM,2.2556,101.8351,← 277°,293,337,9700,-522, FlightAware ADS-B (SZB / WMSA)
Sat 01:23:43 PM,2.2604,101.7937,← 277°,292,336,9425,-543, FlightAware ADS-B (SZB / WMSA)
Sat 01:24:00 PM,2.263,101.7713,← 277°,291,335,9275,-485, FlightAware ADS-B (SZB / WMSA)
Sat 01:24:17 PM,2.2657,101.7476,← 277°,291,335,9150,-300, FlightAware ADS-B (KUL / WMKK)
Sat 01:24:35 PM,2.2684,101.7237,← 276°,292,336,9100,-88, FlightAware ADS-B (KUL / WMKK)
Sat 01:24:51 PM,2.2706,101.7037,← 276°,293,337,9100,-33, FlightAware ADS-B (SZB / WMSA)
Sat 01:25:21 PM,2.2755,101.6619,← 278°,276,318,9075,-30, FlightAware ADS-B (KUL / WMKK)
Sat 01:25:41 PM,2.285,101.6393,← 308°,262,302,9075,38, FlightAware ADS-B (KUL / WMKK)
Sat 01:26:01 PM,2.302,101.6222,↖ 316°,260,299,9100,, FlightAware ADS-B (KUL / WMKK)
Sat 01:26:31 PM,2.327,101.5976,← 315°,262,302,9075,-31, FlightAware ADS-B (SZB / WMSA)
Sat 01:26:50 PM,2.3446,101.5805,↖ 316°,263,303,9075,, FlightAware ADS-B (SZB / WMSA)
Sat 01:27:09 PM,2.3603,101.5653,↖ 316°,261,300,9075,, FlightAware ADS-B (SZB / WMSA)
Sat 01:27:25 PM,2.3735,101.5506,← 306°,253,291,9075,, FlightAware ADS-B (SZB / WMSA)
Sat 01:27:42 PM,2.3801,101.5321,← 279°,256,295,9075,-96, FlightAware ADS-B (KUL / WMKK)
Sat 01:28:12 PM,2.3835,101.4973,← 276°,255,293,9000,-409, FlightAware ADS-B (SZB / WMSA)
Sat 01:28:37 PM,2.387,101.4678,← 280°,253,291,8700,-679, FlightAware ADS-B (SZB / WMSA)
Sat 01:29:05 PM,2.3987,101.4392,← 297°,250,288,8400,-610, FlightAware ADS-B (SZB / WMSA)
Sat 01:29:36 PM,2.4145,101.4069,← 296°,250,288,8100,-398, FlightAware ADS-B (SZB / WMSA)
Sat 01:29:54 PM,2.4247,101.3868,← 301°,251,289,8075,-39, FlightAware ADS-B (KUL / WMKK)
Sat 01:30:14 PM,2.441,101.3724,↖ 334°,256,295,8075,, FlightAware ADS-B (SZB / WMSA)
Sat 01:30:32 PM,2.4617,101.3695,↑ 9°,262,302,8075,-429, FlightAware ADS-B (SZB / WMSA)
Sat 01:31:03 PM,2.4926,101.3924,↗ 48°,263,303,7725,-780, FlightAware ADS-B (SZB / WMSA)
Sat 01:31:22 PM,2.5028,101.4124,→ 78°,267,307,7425,-824, FlightAware ADS-B (MKZ / WMKM)
Sat 01:31:54 PM,2.5076,101.4519,→ 83°,265,305,7025,-750, FlightAware ADS-B (SZB / WMSA)
Sat 01:32:24 PM,2.5121,101.4876,→ 83°,258,297,6650,-800, FlightAware ADS-B (SZB / WMSA)
Sat 01:32:54 PM,2.5168,101.5238,→ 83°,258,297,6225,-811, FlightAware ADS-B (KUL / WMKK)
Sat 01:33:25 PM,2.5212,101.5604,→ 83°,255,293,5825,-762, FlightAware ADS-B (KUL / WMKK)
Sat 01:33:55 PM,2.5255,101.5957,→ 83°,254,292,5450,-717, FlightAware ADS-B (KUL / WMKK)
Sat 01:34:11 PM,2.5276,101.613,→ 83°,255,293,5275,-457, FlightAware ADS-B (KUL / WMKK)
Sat 01:34:41 PM,2.532,101.6487,→ 83°,255,293,5100,-219, FlightAware ADS-B (KUL / WMKK)
Sat 01:34:59 PM,2.5345,101.6686,→ 83°,256,295,5100,-39, FlightAware ADS-B (SZB / WMSA)
Sat 01:35:19 PM,2.5372,101.692,→ 86°,254,292,5075,-41, FlightAware ADS-B (SZB / WMSA)
Sat 01:35:36 PM,2.5336,101.7108,↘ 118°,246,283,5075,-351, FlightAware ADS-B (SZB / WMSA)
Sat 01:36:06 PM,2.5061,101.7327,↘ 148°,240,276,4800,-950, FlightAware ADS-B (KUL / WMKK)
Sat 01:36:36 PM,2.4786,101.751,↘ 146°,242,278,4125,-1214, FlightAware ADS-B (KUL / WMKK)
Sat 01:37:09 PM,2.449,101.7709,↘ 146°,238,274,3525,-1154, FlightAware ADS-B (SZB / WMSA)
Sat 01:37:28 PM,2.4319,101.7832,↘ 136°,236,272,3125,-1378, FlightAware ADS-B (SZB / WMSA)
Sat 01:37:46 PM,2.4223,101.801,→ 97°,235,270,2675,-926, FlightAware ADS-B (KUL / WMKK)
Sat 01:38:02 PM,2.4263,101.8172,↗ 61°,231,266,2600,-102, FlightAware ADS-B (KUL / WMKK)
Sat 01:38:30 PM,2.4426,101.8404,↗ 55°,224,258,2600,, FlightAware ADS-B (SZB / WMSA)
Sat 01:38:46 PM,2.4552,101.8514,↗ 35°,221,254,2600,, FlightAware ADS-B (MKZ / WMKM)
Sat 01:39:02 PM,2.4717,101.8524,↑ 345°,220,253,2600,, FlightAware ADS-B (SZB / WMSA)
Sat 01:39:33 PM,2.4989,101.8375,↖ 327°,221,254,2600,, FlightAware ADS-B (MKZ / WMKM)
Sat 01:39:51 PM,2.5145,101.8273,↖ 326°,215,247,2600,, FlightAware ADS-B (SZB / WMSA)
Sat 01:40:21 PM,2.5374,101.812,↖ 326°,193,222,2600,-25, FlightAware ADS-B (SZB / WMSA)
Sat 01:40:52 PM,2.5608,101.7963,↖ 326°,194,223,2575,, FlightAware ADS-B (MKZ / WMKM)
Sat 01:41:30 PM,2.5885,101.7777,↖ 326°,170,196,2600,-199, FlightAware ADS-B (KUL / WMKK)
Sat 01:42:00 PM,2.6082,101.7646,↖ 326°,168,193,2350,-639, FlightAware ADS-B (KUL / WMKK)
Sat 01:42:31 PM,2.627,101.752,↖ 326°,152,175,1950,-762, FlightAware ADS-B (KUL / WMKK)
Sat 01:43:01 PM,2.6442,101.7404,↖ 326°,148,170,1575,-750, FlightAware ADS-B (KUL / WMKK)
Sat 01:43:31 PM,2.6614,101.7289,↖ 326°,148,170,1200,-717, FlightAware ADS-B (KUL / WMKK)
Sat 01:43:47 PM,2.67,101.7232,↖ 326°,149,171,1025,-720, FlightAware ADS-B (KUL / WMKK)
Sat 01:43:56 PM,2.6754,101.7196,↖ 326°,149,171,900,-750, Surface and Near-Surface
Sat 01:44:05 PM,2.6803,101.7163,↖ 326°,148,170,800,-720, FlightAware ADS-B (KUL / WMKK)
Sat 01:44:21 PM,2.6895,101.7101,↖ 326°,149,171,600,-750, FlightAware ADS-B (KUL / WMKK)
Sat 01:44:37 PM,2.6991,101.7037,↖ 326°,148,170,400,-750, FlightAware ADS-B (KUL / WMKK)
Sat 01:45:25 PM    Arrival (KUL) @ Saturday 01:45:25 PM +08,,,,,,,, FlightAware
Taxi Time: 4 minutes,,,,,,,,
Sat 01:50:00 PM    Gate Arrival (KUL) @ Saturday 01:50:00 PM +08,,,,,,,, Airline
,,,,,,,,
Thu 12:28:00 PM    Left Gate (SIN) @ Thursday 12:28:00 PM +08 Revised,,,,,,,,
Taxi Time: 9 minutes,,,,,,,,
Thu 12:37:05 PM    Departure (SIN) @ Thursday 12:37:05 PM +08,,,,,,,, FlightAware ADS-B (XSP / WSSL)
Thu 12:37:05 PM,1.3498,103.9939,↗ 23°,166,191,275,, FlightAware ADS-B (XSP / WSSL)
Thu 12:37:21 PM,1.3608,103.9984,↗ 22°,166,191,900,2578, FlightAware ADS-B (TGA / WSAT)
Thu 12:37:37 PM,1.3726,104.0034,↗ 24°,164,189,1650,2297, FlightAware ADS-B (JHB / WMKJ)
Thu 12:37:53 PM,1.3831,104.008,↗ 24°,180,207,2125,1875, FlightAware ADS-B (SIN / WSSS)
Thu 12:38:09 PM,1.3963,104.0136,↗ 23°,201,231,2650,1875, FlightAware ADS-B (SIN / WSSS)
Thu 12:38:25 PM,1.4117,104.0201,↗ 23°,226,260,3125,2092, FlightAware ADS-B (QPG / WSAP)
Thu 12:38:47 PM,1.4345,104.0297,↗ 23°,252,290,3975,2415, FlightAware ADS-B (SIN / WSSS)
Thu 12:39:06 PM,1.4558,104.0374,↑ 13°,269,310,4775,2529, FlightAware ADS-B (SIN / WSSS)
Thu 12:39:22 PM,1.4777,104.0349,↖ 338°,287,330,5450,2545, FlightAware ADS-B (WSAG)
Thu 12:39:39 PM,1.4938,104.0215,← 305°,280,322,6175,2925, FlightAware ADS-B (JHB / WMKJ)
Thu 12:40:02 PM,1.5062,103.9941,← 290°,283,326,7400,3311, FlightAware ADS-B (WSAC)
Thu 12:40:32 PM,1.521,103.9588,← 295°,287,330,9100,2760, FlightAware ADS-B (SIN / WSSS)
Thu 12:41:17 PM,1.5484,103.9017,← 296°,321,369,10850,2240, FlightAware ADS-B (WSAG)
Thu 12:41:47 PM,1.5686,103.8604,← 296°,342,394,11900,2550, FlightAware ADS-B (WSAC)
Thu 12:42:17 PM,1.5894,103.8178,← 296°,345,397,13400,2800, FlightAware ADS-B (SIN / WSSS)
Thu 12:42:47 PM,1.6101,103.7751,← 296°,353,406,14700,2557, FlightAware ADS-B (SIN / WSSS)
Thu 12:43:18 PM,1.6338,103.7264,← 296°,363,418,16000,2508, FlightAware ADS-B (SIN / WSSS)
Thu 12:43:48 PM,1.6559,103.681,← 296°,368,423,17250,2410, FlightAware ADS-B (SIN / WSSS)
Thu 12:44:19 PM,1.6793,103.6328,← 296°,374,430,18450,2385, FlightAware ADS-B (JHB / WMKJ)
Thu 12:44:49 PM,1.7015,103.5875,← 296°,374,430,19675,2475, FlightAware ADS-B (SIN / WSSS)
Thu 12:45:19 PM,1.7217,103.5459,← 296°,368,423,20925,2275, FlightAware ADS-B (WSAG)
Thu 12:45:49 PM,1.7466,103.4947,← 296°,368,423,21950,1008, FlightAware ADS-B (SIN / WSSS)
Thu 12:46:23 PM,1.7715,103.4438,← 296°,369,425,22000,45, FlightAware ADS-B (PKU / WIBB)
Thu 12:46:55 PM,1.7955,103.3944,← 296°,370,426,22000,, FlightAware ADS-B (WSAG)
Thu 12:47:25 PM,1.8176,103.3489,← 296°,371,427,22000,, FlightAware ADS-B (WSAG)
Thu 12:47:55 PM,1.84,103.3029,← 296°,370,426,22000,, FlightAware ADS-B (PKU / WIBB)
Thu 12:48:25 PM,1.863,103.2558,← 296°,372,428,22000,, FlightAware ADS-B (WSAG)
Thu 12:48:55 PM,1.8859,103.2091,← 296°,371,427,22000,, FlightAware ADS-B (PKU / WIBB)
Thu 12:49:25 PM,1.9084,103.1634,← 296°,372,428,22000,, FlightAware ADS-B (WSAG)
Thu 12:49:55 PM,1.9311,103.117,← 296°,370,426,22000,, FlightAware ADS-B (PKU / WIBB)
Thu 12:50:25 PM,1.9539,103.0705,← 296°,370,426,22000,, FlightAware ADS-B (WSAG)
Thu 12:50:56 PM,1.9763,103.0248,← 296°,372,428,22000,, FlightAware ADS-B (PKU / WIBB)
Thu 12:51:26 PM,1.9991,102.9782,← 296°,372,428,22000,, FlightAware ADS-B (PKU / WIBB)
Thu 12:51:56 PM,2.0221,102.9313,← 296°,373,429,22000,, FlightAware ADS-B (PKU / WIBB)
Thu 12:52:26 PM,2.0451,102.8844,← 296°,372,428,22000,, FlightAware ADS-B (PKU / WIBB)
Thu 12:52:56 PM,2.0678,102.838,← 296°,371,427,22000,, FlightAware ADS-B (PKU / WIBB)
Thu 12:53:26 PM,2.0906,102.7913,← 296°,372,428,22000,, FlightAware ADS-B (PKU / WIBB)
Thu 12:53:56 PM,2.1126,102.746,← 296°,372,428,22000,-150, FlightAware ADS-B (PKU / WIBB)
Thu 12:54:26 PM,2.1351,102.7,← 296°,373,429,21850,-1763, FlightAware ADS-B (TGA / WSAT)
Thu 12:54:53 PM,2.1563,102.6559,← 293°,389,448,20325,-3271, FlightAware ADS-B (QPG / WSAP)
Thu 12:55:38 PM,2.1703,102.5763,← 277°,397,457,17925,-2753, FlightAware ADS-B (SZB / WMSA)
Thu 12:56:12 PM,2.1781,102.5132,← 277°,386,444,16700,-2180, FlightAware ADS-B (XSP / WSSL)
Thu 12:56:42 PM,2.1842,102.4599,← 276°,378,435,15600,-2375, FlightAware ADS-B (XSP / WSSL)
Thu 12:57:12 PM,2.1899,102.4105,← 277°,377,434,14325,-2600, FlightAware ADS-B (MKZ / WMKM)
Thu 12:57:42 PM,2.1958,102.3589,← 277°,377,434,13000,-2607, FlightAware ADS-B (MKZ / WMKM)
Thu 12:58:13 PM,2.2017,102.3067,← 277°,375,432,11675,-2500, FlightAware ADS-B (SZB / WMSA)
Thu 12:58:45 PM,2.2083,102.2494,← 277°,366,421,10375,-2347, FlightAware ADS-B (SZB / WMSA)
Thu 12:59:15 PM,2.2141,102.1996,← 276°,359,413,9250,-2373, FlightAware ADS-B (MKZ / WMKM)
Thu 12:59:40 PM,2.2191,102.1579,← 279°,358,412,8200,-2420, FlightAware ADS-B (WMAP)
Thu 12:59:59 PM,2.2291,102.1302,← 297°,358,412,7475,-2250, FlightAware ADS-B (QPG / WSAP)
Thu 01:00:16 PM,2.2427,102.1056,← 299°,354,407,6850,-1755, FlightAware ADS-B (MKZ / WMKM)
Thu 01:00:46 PM,2.2657,102.0632,← 299°,339,390,6100,-1011, FlightAware ADS-B (MKZ / WMKM)
Thu 01:01:02 PM,2.2788,102.0392,← 299°,323,372,6075,-31, FlightAware ADS-B (SZB / WMSA)
Thu 01:01:35 PM,2.2992,102.0019,← 298°,286,329,6075,-306, FlightAware ADS-B (SZB / WMSA)
Thu 01:01:51 PM,2.3093,101.9834,← 299°,284,327,5825,-1333, FlightAware ADS-B (SZB / WMSA)
Thu 01:02:11 PM,2.3229,101.9603,← 306°,283,326,5275,-1533, FlightAware ADS-B (SZB / WMSA)
Thu 01:02:36 PM,2.3489,101.9399,↖ 326°,280,322,4675,-955, FlightAware ADS-B (SZB / WMSA)
Thu 01:03:06 PM,2.3822,101.9173,↖ 326°,280,322,4400,-554, FlightAware ADS-B (SZB / WMSA)
Thu 01:03:22 PM,2.3992,101.9057,↖ 326°,279,321,4250,-703, FlightAware ADS-B (SZB / WMSA)
Thu 01:03:38 PM,2.4155,101.8947,↖ 326°,279,321,4025,-1149, FlightAware ADS-B (SZB / WMSA)
Thu 01:04:09 PM,2.4471,101.8733,↖ 326°,274,315,3350,-1266, FlightAware ADS-B (SZB / WMSA)
Thu 01:04:42 PM,2.4816,101.8494,↖ 325°,268,308,2675,-906, FlightAware ADS-B (SZB / WMSA)
Thu 01:05:02 PM,2.5019,101.8357,↖ 326°,262,302,2550,-115, FlightAware ADS-B (SZB / WMSA)
Thu 01:05:34 PM,2.5336,101.8145,↖ 326°,251,289,2575,, FlightAware ADS-B (SZB / WMSA)
Thu 01:06:04 PM,2.5618,101.7957,↖ 326°,240,276,2550,-24, FlightAware ADS-B (SZB / WMSA)
Thu 01:06:37 PM,2.5922,101.7753,↖ 326°,219,252,2550,-235, FlightAware ADS-B (SZB / WMSA)
Thu 01:06:55 PM,2.6062,101.766,↖ 326°,206,237,2350,-838, FlightAware ADS-B (SZB / WMSA)
Thu 01:07:11 PM,2.6182,101.7579,↖ 326°,194,223,2075,-978, FlightAware ADS-B (KUL / WMKK)
Thu 01:07:41 PM,2.6396,101.7436,↖ 326°,171,197,1600,-850, FlightAware ADS-B (KUL / WMKK)
Thu 01:08:11 PM,2.6585,101.7309,↖ 325°,158,182,1225,-775, FlightAware ADS-B (KUL / WMKK)
Thu 01:08:41 PM,2.6764,101.7189,↖ 326°,159,183,825,-810, Surface and Near-Surface
Thu 01:09:01 PM,2.6889,101.7105,↖ 326°,154,177,550,-792, FlightAware ADS-B (KUL / WMKK)
Thu 01:09:17 PM,2.6982,101.7043,↖ 326°,152,175,350,-750, FlightAware ADS-B (KUL / WMKK)
Thu 01:09:35 PM    Arrival (KUL) @ Thursday 01:09:35 PM +08,,,,,,,, FlightAware
Thu 01:09:35 PM,2.7088,101.6973,↖ 326°,153,176,125,-750, FlightAware ADS-B (KUL / WMKK)
Taxi Time: 5 minutes,,,,,,,,
Thu 01:15:00 PM    Gate Arrival (KUL) @ Thursday 01:15:00 PM +08,,,,,,,, Airline
,,,,,,,,
Wed 12:28:00 PM    Left Gate (SIN) @ Wednesday 12:28:00 PM +08,,,,,,,, Airline
Taxi Time: 10 minutes,,,,,,,,
Wed 12:38:53 PM    Departure (SIN) @ Wednesday 12:38:53 PM +08,,,,,,,, FlightAware ADS-B (XSP / WSSL)
Wed 12:38:53 PM,1.3474,103.9929,↗ 24°,168,193,125,, FlightAware ADS-B (XSP / WSSL)
Wed 12:39:09 PM,1.359,103.9979,↗ 22°,174,200,675,1781, FlightAware ADS-B (WSAG)
Wed 12:39:25 PM,1.3714,104.0027,↗ 22°,194,223,1075,1594, FlightAware ADS-B (SIN / WSSS)
Wed 12:39:41 PM,1.3858,104.0087,↗ 23°,217,250,1525,2250, FlightAware ADS-B (QPG / WSAP)
Wed 12:39:57 PM,1.4014,104.0154,↗ 23°,230,265,2275,3047, FlightAware ADS-B (WSAG)
Wed 12:40:13 PM,1.4172,104.0221,↗ 23°,240,276,3150,3188, FlightAware ADS-B (SIN / WSSS)
Wed 12:40:29 PM,1.4346,104.0285,↑ 13°,250,288,3975,2824, FlightAware ADS-B (WSAG)
Wed 12:40:47 PM,1.4562,104.0278,↑ 352°,265,305,4750,2750, FlightAware ADS-B (QPG / WSAP)
Wed 12:41:17 PM,1.4933,104.0221,↑ 352°,286,329,6175,2525, FlightAware ADS-B (XSP / WSSL)
Wed 12:41:47 PM,1.5355,104.0161,↑ 352°,319,367,7275,2543, FlightAware ADS-B (JHB / WMKJ)
Wed 12:42:03 PM,1.5593,104.0095,↖ 337°,323,372,8125,3471, FlightAware ADS-B (XSP / WSSL)
Wed 12:42:22 PM,1.5842,103.9968,↖ 333°,322,371,9300,3276, FlightAware ADS-B (QPG / WSAP)
Wed 12:42:52 PM,1.6243,103.9773,↖ 334°,331,381,10800,3000, FlightAware ADS-B (QPG / WSAP)
Wed 12:43:22 PM,1.6688,103.9555,↖ 334°,343,395,12300,2877, FlightAware ADS-B (TGA / WSAT)
Wed 12:43:53 PM,1.7121,103.9341,↖ 334°,351,404,13725,2556, FlightAware ADS-B (XSP / WSSL)
Wed 12:44:16 PM,1.7432,103.914,↖ 316°,354,407,14600,2372, FlightAware ADS-B (SIN / WSSS)
Wed 12:44:36 PM,1.7591,103.8854,← 285°,351,404,15425,2525, FlightAware ADS-B (XSP / WSSL)
Wed 12:45:16 PM,1.7694,103.8218,← 279°,358,412,17125,2421, FlightAware ADS-B (WSAG)
Wed 12:45:46 PM,1.7773,103.7724,← 279°,368,423,18250,2300, FlightAware ADS-B (WSAG)
Wed 12:46:16 PM,1.7852,103.7198,← 279°,373,429,19425,2700, FlightAware ADS-B (WSAG)
Wed 12:46:46 PM,1.7926,103.6707,← 278°,363,418,20950,2300, FlightAware ADS-B (WSAG)
Wed 12:47:16 PM,1.7999,103.6194,← 278°,377,434,21725,955, FlightAware ADS-B (WSAG)
Wed 12:47:52 PM,1.8094,103.5542,← 278°,403,464,22000,250, FlightAware ADS-B (WSAC)
Wed 12:48:22 PM,1.8175,103.498,← 278°,410,472,22000,, FlightAware ADS-B (TGA / WSAT)
Wed 12:48:52 PM,1.8256,103.4421,← 278°,410,472,22000,-25, FlightAware ADS-B (WSAC)
Wed 12:49:23 PM,1.8342,103.3826,← 278°,424,488,21975,, FlightAware ADS-B (QPG / WSAP)
Wed 12:49:53 PM,1.8425,103.3252,← 278°,423,487,22000,29, FlightAware ADS-B (QPG / WSAP)
Wed 12:50:14 PM,1.8511,103.2851,← 288°,425,489,22000,, FlightAware ADS-B (JHB / WMKJ)
Wed 12:50:52 PM,1.8824,103.218,← 296°,424,488,22000,, FlightAware ADS-B (WMAV)
Wed 12:51:28 PM,1.9128,103.1552,← 296°,425,489,22000,, FlightAware ADS-B (TGA / WSAT)
Wed 12:51:59 PM,1.9396,103.1004,← 296°,426,490,22000,, FlightAware ADS-B (MKZ / WMKM)
Wed 12:52:29 PM,1.9659,103.0466,← 296°,426,490,22000,, FlightAware ADS-B (MKZ / WMKM)
Wed 12:53:00 PM,1.9923,102.9927,← 296°,427,491,22000,, FlightAware ADS-B (QPG / WSAP)
Wed 12:53:30 PM,2.0191,102.9381,← 296°,434,499,22000,, FlightAware ADS-B (QPG / WSAP)
Wed 12:54:00 PM,2.0453,102.8845,← 296°,434,499,22000,, FlightAware ADS-B (MKZ / WMKM)
Wed 12:54:30 PM,2.0724,102.8292,← 296°,434,499,22000,, FlightAware ADS-B (QPG / WSAP)
