Time (+08),Latitude,Longitude,Course,kts,mph,feet,Rate,Reporting Facility
Thu 12:18:00 PM    Left Gate (SIN) @ Thursday 12:18:00 PM +08,,,,,,,, Airline
Taxi Time: 10 minutes,,,,,,,,
Thu 12:28:03 PM    Departure (SIN) @ Thursday 12:28:03 PM +08,,,,,,,, FlightAware ADS-B (XSP / WSSL)
Tue 12:44:29 PM,2.4183,101.6978,↑ 339°,385,443,11050,, FlightAware ADS-B (SZB / WMSA)
Tue 12:44:59 PM,2.4696,101.6785,↑ 339°,386,444,11025,-24, FlightAware ADS-B (SZB / WMSA)
Tue 12:45:31 PM,2.5226,101.6585,↑ 339°,384,442,11025,, FlightAware ADS-B (KUL / WMKK)
Tue 12:46:03 PM,2.5761,101.6384,↑ 339°,386,444,11025,-797, FlightAware ADS-B (SZB / WMSA)
Tue 12:46:35 PM,2.6295,101.6184,↑ 339°,379,436,10175,-2129, FlightAware ADS-B (SZB / WMSA)
Tue 12:47:05 PM,2.6807,101.5992,↑ 339°,370,426,8825,-2675, FlightAware ADS-B (SZB / WMSA)
Tue 12:47:35 PM,2.7279,101.5813,↑ 339°,354,407,7500,-1983, FlightAware ADS-B (SZB / WMSA)
Tue 12:48:04 PM,2.7649,101.5592,↖ 326°,323,372,6875,-1200, FlightAware ADS-B (KUL / WMKK)
Tue 12:48:20 PM,2.7847,101.546,↖ 327°,307,353,6600,-1043, FlightAware ADS-B (KUL / WMKK)
Tue 12:48:50 PM,2.8181,101.5239,↖ 326°,280,322,6075,-1623, FlightAware ADS-B (SZB / WMSA)
Tue 12:49:21 PM,2.8504,101.5024,↖ 326°,272,313,4950,-2330, FlightAware ADS-B (SZB / WMSA)
Tue 12:49:37 PM,2.867,101.4912,↖ 326°,272,313,4250,-2344, FlightAware ADS-B (SZB / WMSA)
Tue 12:49:53 PM,2.8841,101.4793,↖ 325°,268,308,3700,-1318, FlightAware ADS-B (SZB / WMSA)
Tue 12:50:10 PM,2.8999,101.4684,↖ 325°,256,295,3525,-353, FlightAware ADS-B (SZB / WMSA)
Tue 12:50:27 PM,2.9169,101.4573,↖ 331°,244,281,3500,, FlightAware ADS-B (SZB / WMSA)
Tue 12:50:45 PM,2.9369,101.4543,↑ 6°,245,282,3525,43, FlightAware ADS-B (KUL / WMKK)
Tue 12:51:02 PM,2.955,101.4632,↗ 41°,245,282,3525,, FlightAware ADS-B (SZB / WMSA)
Tue 12:51:19 PM,2.9633,101.4799,→ 77°,245,282,3525,-273, FlightAware ADS-B (SZB / WMSA)
Tue 12:51:35 PM,2.9611,101.4974,→ 110°,235,270,3375,-805, FlightAware ADS-B (SZB / WMSA)
Tue 12:52:00 PM,2.9489,101.5199,↘ 118°,229,264,2975,-1043, FlightAware ADS-B (KUL / WMKK)
Tue 12:52:21 PM,2.9381,101.5392,↘ 125°,223,257,2575,-692, FlightAware ADS-B (SZB / WMSA)
Tue 12:52:39 PM,2.9251,101.5515,↘ 141°,201,231,2525,-86, FlightAware ADS-B (SZB / WMSA)
Tue 12:52:56 PM,2.9118,101.5612,↘ 145°,201,231,2525,31, FlightAware ADS-B (SZB / WMSA)
Tue 12:53:28 PM,2.8884,101.5768,↘ 146°,186,214,2550,, FlightAware ADS-B (SZB / WMSA)
Tue 12:53:58 PM,2.8682,101.5905,↘ 146°,174,200,2525,-50, FlightAware ADS-B (SZB / WMSA)
Tue 12:54:28 PM,2.8469,101.6047,↘ 146°,176,203,2500,-319, FlightAware ADS-B (SZB / WMSA)
Tue 12:54:45 PM,2.836,101.612,↘ 146°,176,203,2275,-894, FlightAware ADS-B (SZB / WMSA)
Tue 12:55:15 PM,2.8152,101.626,↘ 146°,171,197,1800,-850, FlightAware ADS-B (SZB / WMSA)
Tue 12:55:45 PM,2.7966,101.6384,↘ 146°,153,176,1425,-750, FlightAware ADS-B (SZB / WMSA)
Tue 12:56:11 PM,2.7823,101.648,↘ 146°,150,173,1100,-750, Surface and Near-Surface
Tue 12:56:27 PM,2.7728,101.6543,↘ 146°,151,174,900,-771, FlightAware ADS-B (KUL / WMKK)
Tue 12:56:46 PM,2.7621,101.6615,↘ 146°,149,171,650,-729, FlightAware ADS-B (SZB / WMSA)
Tue 12:57:02 PM,2.7533,101.6674,↘ 146°,148,170,475,-703, FlightAware ADS-B (KUL / WMKK)
Tue 12:57:18 PM,2.7439,101.6736,↘ 147°,147,169,275,-750, FlightAware ADS-B (KUL / WMKK)
Tue 12:57:44 PM    Arrival (KUL) @ Tuesday 12:57:44 PM +08,,,,,,,, FlightAware
Taxi Time: 5 minutes,,,,,,,,
Tue 01:03:00 PM    Gate Arrival (KUL) @ Tuesday 01:03:00 PM +08,,,,,,,, Airline
,,,,,,,,
Mon 12:26:00 PM    Left Gate (SIN) @ Monday 12:26:00 PM +08,,,,,,,, Airline
Taxi Time: 10 minutes,,,,,,,,
Mon 12:36:08 PM    Departure (SIN) @ Monday 12:36:08 PM +08,,,,,,,, FlightAware ADS-B (SIN / WSSS)
Mon 12:36:08 PM,1.3531,103.9953,↗ 24°,166,191,425,, FlightAware ADS-B (SIN / WSSS)
Mon 12:36:24 PM,1.3645,104.0001,↗ 23°,177,204,950,1734, FlightAware ADS-B (TGA / WSAT)
Mon 12:36:40 PM,1.3786,104.006,↗ 22°,200,230,1350,1594, FlightAware ADS-B (JHB / WMKJ)
Mon 12:36:56 PM,1.3929,104.0117,↗ 22°,225,259,1800,2016, FlightAware ADS-B (JHB / WMKJ)
Mon 12:37:12 PM,1.4097,104.0187,↗ 24°,248,285,2425,2817, FlightAware ADS-B (QPG / WSAP)
Mon 12:37:37 PM,1.4355,104.0299,↗ 23°,260,299,3725,2727, FlightAware ADS-B (WSAC)
Mon 12:37:56 PM,1.4586,104.0392,↑ 17°,284,327,4425,2443, FlightAware ADS-B (WSAG)
Mon 12:38:12 PM,1.4792,104.04,↑ 349°,292,336,5150,2603, FlightAware ADS-B (WSAC)
Mon 12:38:30 PM,1.5,104.0285,← 313°,294,338,5900,3037, FlightAware ADS-B (XSP / WSSL)
Mon 12:38:53 PM,1.5146,104.0004,← 293°,302,348,7225,3368, FlightAware ADS-B (TGA / WSAT)
Mon 12:39:23 PM,1.5323,103.962,← 295°,312,359,8875,3180, FlightAware ADS-B (TGA / WSAT)
Mon 12:40:08 PM,1.5606,103.9016,← 295°,324,373,11200,2940, FlightAware ADS-B (WSAG)
Mon 12:40:38 PM,1.58,103.8602,← 295°,335,386,12550,2700, FlightAware ADS-B (SIN / WSSS)
Mon 12:41:08 PM,1.5999,103.8176,← 295°,343,395,13900,2775, FlightAware ADS-B (TGA / WSAT)
Mon 12:41:38 PM,1.6198,103.775,← 295°,347,399,15325,2525, FlightAware ADS-B (JHB / WMKJ)
Mon 12:42:08 PM,1.6408,103.7302,← 295°,360,414,16425,2200, FlightAware ADS-B (WSAG)
Mon 12:42:38 PM,1.6619,103.6852,← 295°,369,425,17525,2350, FlightAware ADS-B (QPG / WSAP)
Mon 12:43:08 PM,1.6838,103.6384,← 295°,373,429,18775,2425, FlightAware ADS-B (SIN / WSSS)
Mon 12:43:38 PM,1.7065,103.5898,← 295°,377,434,19950,2375, FlightAware ADS-B (JHB / WMKJ)
Mon 12:44:08 PM,1.7291,103.5413,← 295°,380,437,21150,2000, FlightAware ADS-B (TGA / WSAT)
Mon 12:44:38 PM,1.7506,103.4952,← 295°,385,443,21950,750, FlightAware ADS-B (QPG / WSAP)
Mon 12:45:16 PM,1.7795,103.4336,← 295°,387,445,22000,44, FlightAware ADS-B (MKZ / WMKM)
Mon 12:45:46 PM,1.8021,103.3851,← 295°,389,448,22000,, FlightAware ADS-B (MKZ / WMKM)
Mon 12:46:17 PM,1.8251,103.3357,← 295°,390,449,22000,, FlightAware ADS-B (MKZ / WMKM)
Mon 12:46:47 PM,1.8479,103.2866,← 295°,388,447,22000,, FlightAware ADS-B (MKZ / WMKM)
Mon 12:47:17 PM,1.8728,103.2356,← 296°,389,448,22000,, FlightAware ADS-B (XSP / WSSL)
Mon 12:47:47 PM,1.896,103.1887,← 296°,390,449,22000,, FlightAware ADS-B (JHB / WMKJ)
Mon 12:48:17 PM,1.9198,103.1403,← 296°,390,449,22000,, FlightAware ADS-B (MKZ / WMKM)
Mon 12:48:48 PM,1.9439,103.091,← 296°,389,448,22000,, FlightAware ADS-B (QPG / WSAP)
Mon 12:49:18 PM,1.9688,103.0403,← 296°,390,449,22000,, FlightAware ADS-B (WSAG)
Mon 12:49:48 PM,1.9928,102.9912,← 296°,391,450,22000,, FlightAware ADS-B (MKZ / WMKM)
Mon 12:50:18 PM,2.0162,102.9435,← 296°,390,449,22000,, FlightAware ADS-B (MKZ / WMKM)
Mon 12:50:48 PM,2.041,102.8928,← 296°,392,451,22000,, FlightAware ADS-B (MKZ / WMKM)
Mon 12:51:18 PM,2.0638,102.8462,← 296°,392,451,22000,, FlightAware ADS-B (QPG / WSAP)
Mon 12:51:48 PM,2.0876,102.7976,← 296°,393,452,22000,, FlightAware ADS-B (MKZ / WMKM)
Mon 12:52:22 PM,2.1144,102.7428,← 296°,392,451,22000,-323, FlightAware ADS-B (WSAG)
Mon 12:52:53 PM,2.1402,102.6898,← 296°,386,444,21650,-765, FlightAware ADS-B (SZB / WMSA)
Mon 12:53:13 PM,2.156,102.6569,← 294°,405,466,21350,-1000, FlightAware ADS-B (SZB / WMSA)
Mon 12:53:29 PM,2.1647,102.6283,← 281°,418,481,21050,-1043, FlightAware ADS-B (JHB / WMKJ)
Mon 12:53:59 PM,2.1713,102.5695,← 277°,423,487,20550,-1050, FlightAware ADS-B (JHB / WMKJ)
Mon 12:54:29 PM,2.178,102.5142,← 277°,422,486,20000,-1075, FlightAware ADS-B (WMAP)
Mon 12:54:59 PM,2.1846,102.4574,← 277°,425,489,19475,-1050, FlightAware ADS-B (QPG / WSAP)
Mon 12:55:29 PM,2.1916,102.3965,← 277°,418,481,18950,-1000, FlightAware ADS-B (MKZ / WMKM)
Mon 12:55:59 PM,2.1982,102.3389,← 277°,417,480,18475,-975, FlightAware ADS-B (MKZ / WMKM)
Mon 12:56:29 PM,2.2045,102.2841,← 277°,412,474,17975,-1050, FlightAware ADS-B (PKU / WIBB)
Mon 12:56:59 PM,2.2114,102.2248,← 277°,409,471,17425,-1648, FlightAware ADS-B (MKZ / WMKM)
Mon 12:57:30 PM,2.2176,102.1698,← 276°,407,468,16300,-1721, FlightAware ADS-B (WMAV)
Mon 12:58:00 PM,2.2239,102.1146,← 276°,394,453,15675,-1350, FlightAware ADS-B (SZB / WMSA)
Mon 12:58:30 PM,2.2302,102.0585,← 277°,389,448,14950,-1625, FlightAware ADS-B (WMAP)
Mon 12:59:00 PM,2.2363,102.0055,← 276°,385,443,14050,-1795, FlightAware ADS-B (WMAP)
Mon 12:59:31 PM,2.2423,101.9528,← 277°,382,440,13125,-1869, FlightAware ADS-B (MKZ / WMKM)
Mon 01:00:01 PM,2.2483,101.9002,← 276°,375,432,12150,-1725, FlightAware ADS-B (MKZ / WMKM)
Mon 01:00:31 PM,2.2541,101.8497,← 276°,361,415,11400,-1100, FlightAware ADS-B (MKZ / WMKM)
Mon 01:01:01 PM,2.2597,101.8004,← 277°,334,384,11050,-485, FlightAware ADS-B (SZB / WMSA)
Mon 01:01:36 PM,2.2658,101.7486,← 277°,301,346,10875,-462, FlightAware ADS-B (KUL / WMKK)
Mon 01:02:06 PM,2.2703,101.709,← 277°,281,323,10550,-675, FlightAware ADS-B (KUL / WMKK)
Mon 01:02:36 PM,2.2744,101.6719,← 276°,271,312,10200,-783, FlightAware ADS-B (SZB / WMSA)
Mon 01:02:52 PM,2.2778,101.6516,← 288°,269,310,9950,-891, FlightAware ADS-B (SZB / WMSA)
Mon 01:03:08 PM,2.2876,101.6361,← 312°,269,310,9725,-783, FlightAware ADS-B (MKZ / WMKM)
Mon 01:03:38 PM,2.3148,101.61,← 315°,269,310,9350,-653, FlightAware ADS-B (SZB / WMSA)
Mon 01:04:10 PM,2.3426,101.5827,← 315°,263,303,9050,-500, FlightAware ADS-B (SZB / WMSA)
Mon 01:04:26 PM,2.3574,101.5682,↖ 316°,265,305,8950,-574, FlightAware ADS-B (SZB / WMSA)
Mon 01:04:44 PM,2.3723,101.5526,← 307°,263,303,8725,-729, FlightAware ADS-B (SZB / WMSA)
Mon 01:05:01 PM,2.38,101.5336,← 279°,263,303,8525,-675, FlightAware ADS-B (MKZ / WMKM)
Mon 01:05:24 PM,2.3829,101.5049,← 276°,264,304,8275,-651, FlightAware ADS-B (KUL / WMKK)
Mon 01:05:54 PM,2.3868,101.4707,← 278°,264,304,7950,-685, FlightAware ADS-B (SZB / WMSA)
Mon 01:06:10 PM,2.3931,101.451,← 296°,260,299,7750,-734, FlightAware ADS-B (KUL / WMKK)
Mon 01:06:41 PM,2.4095,101.4177,← 296°,263,303,7375,-765, FlightAware ADS-B (SZB / WMSA)
Mon 01:06:59 PM,2.42,101.3966,← 301°,262,302,7125,-750, FlightAware ADS-B (SZB / WMSA)
Mon 01:07:15 PM,2.4319,101.3845,↖ 327°,258,297,6950,-625, FlightAware ADS-B (SZB / WMSA)
Mon 01:07:35 PM,2.4543,101.3786,↑ 358°,252,290,6750,-700, FlightAware ADS-B (SZB / WMSA)
Mon 01:08:00 PM,2.4849,101.3783,↑ 360°,250,288,6425,-784, FlightAware ADS-B (SZB / WMSA)
Mon 01:08:19 PM,2.5063,101.3783,↑ 0°,248,285,6175,-770, FlightAware ADS-B (MKZ / WMKM)
Mon 01:08:37 PM,2.5257,101.3783,↑ 0°,245,282,5950,-750, FlightAware ADS-B (KUL / WMKK)
Mon 01:08:53 PM,2.5439,101.3784,↑ 2°,245,282,5750,-600, FlightAware ADS-B (SZB / WMSA)
Mon 01:09:17 PM,2.5707,101.384,↑ 17°,247,284,5550,-639, FlightAware ADS-B (MKZ / WMKM)
Mon 01:09:47 PM,2.6051,101.3938,↑ 16°,245,282,5175,-717, FlightAware ADS-B (SZB / WMSA)
Mon 01:10:03 PM,2.6218,101.3985,↑ 16°,245,282,5000,-652, FlightAware ADS-B (SZB / WMSA)
Mon 01:10:33 PM,2.6548,101.408,↑ 17°,243,280,4675,-650, FlightAware ADS-B (SZB / WMSA)
Mon 01:11:03 PM,2.6865,101.4171,↑ 16°,243,280,4350,-675, FlightAware ADS-B (SZB / WMSA)
Mon 01:11:33 PM,2.7189,101.4264,↑ 16°,243,280,4000,-725, FlightAware ADS-B (SZB / WMSA)
Mon 01:12:03 PM,2.7537,101.4364,↑ 16°,244,281,3625,-713, FlightAware ADS-B (KUL / WMKK)
Mon 01:12:34 PM,2.7862,101.4459,↑ 16°,244,281,3275,-664, FlightAware ADS-B (KUL / WMKK)
Mon 01:13:04 PM,2.8192,101.4554,↑ 16°,247,284,2950,-615, FlightAware ADS-B (KUL / WMKK)
Mon 01:13:35 PM,2.8525,101.4651,↑ 16°,243,280,2650,-520, FlightAware ADS-B (SZB / WMSA)
Mon 01:13:53 PM,2.872,101.4707,↑ 16°,233,268,2525,-214, FlightAware ADS-B (KUL / WMKK)
Mon 01:14:10 PM,2.8883,101.4775,↗ 35°,222,255,2525,39, FlightAware ADS-B (KUL / WMKK)
Mon 01:14:31 PM,2.9011,101.4933,↗ 56°,197,227,2550,, FlightAware ADS-B (SZB / WMSA)
Mon 01:15:01 PM,2.9165,101.516,↗ 56°,196,226,2525,-31, FlightAware ADS-B (SZB / WMSA)
Mon 01:15:19 PM,2.925,101.529,↗ 65°,197,227,2525,, FlightAware ADS-B (SZB / WMSA)
Mon 01:15:36 PM,2.9245,101.5446,→ 109°,201,231,2525,, FlightAware ADS-B (SZB / WMSA)
Mon 01:15:53 PM,2.9148,101.5571,↘ 137°,202,232,2525,, FlightAware ADS-B (SZB / WMSA)
Mon 01:16:12 PM,2.901,101.5682,↘ 144°,200,230,2525,30, FlightAware ADS-B (SZB / WMSA)
Mon 01:16:43 PM,2.8781,101.5838,↘ 146°,178,205,2550,, FlightAware ADS-B (SZB / WMSA)
Mon 01:17:13 PM,2.8577,101.5975,↘ 146°,172,198,2525,-225, FlightAware ADS-B (SZB / WMSA)
Mon 01:17:43 PM,2.8382,101.6105,↘ 146°,173,199,2325,-625, FlightAware ADS-B (SZB / WMSA)
Mon 01:18:13 PM,2.8185,101.6237,↘ 146°,162,186,1900,-825, FlightAware ADS-B (SZB / WMSA)
Mon 01:18:43 PM,2.8,101.6361,↘ 146°,150,173,1500,-750, FlightAware ADS-B (SZB / WMSA)
Mon 01:19:15 PM,2.7825,101.6479,↘ 146°,148,170,1125,-750, Surface and Near-Surface
Mon 01:19:31 PM,2.7729,101.6542,↘ 146°,148,170,900,-773, FlightAware ADS-B (SZB / WMSA)
Mon 01:19:48 PM,2.7638,101.6604,↘ 146°,148,170,700,-750, FlightAware ADS-B (KUL / WMKK)
Mon 01:20:00 PM    Arrival (KUL) @ Monday 01:20:00 PM +08,,,,,,,, Airline
Mon 01:20:05 PM,2.7539,101.667,↘ 146°,153,176,475,-773, FlightAware ADS-B (KUL / WMKK)
Mon 01:20:21 PM,2.7445,101.6733,↘ 146°,151,174,275,-511, FlightAware ADS-B (KUL / WMKK)
Mon 01:20:52 PM,2.7269,101.6851,↘ 146°,150,173,75,-387, FlightAware ADS-B (KUL / WMKK)
Taxi Time: 7 minutes,,,,,,,,
Mon 01:27:00 PM    Gate Arrival (KUL) @ Monday 01:27:00 PM +08,,,,,,,, Airline
,,,,,,,,
Sun 12:25:00 PM    Left Gate (SIN) @ Sunday 12:25:00 PM +08 Revised,,,,,,,,
Taxi Time: 9 minutes,,,,,,,,
Sun 12:34:27 PM    Departure (SIN) @ Sunday 12:34:27 PM +08,,,,,,,, FlightAware ADS-B (QPG / WSAP)
Sun 12:34:27 PM,1.3578,103.9972,↗ 22°,166,191,650,, FlightAware ADS-B (QPG / WSAP)
Sun 12:34:43 PM,1.3707,104.0025,↗ 23°,187,215,1000,1359, FlightAware ADS-B (QPG / WSAP)
Sun 12:34:59 PM,1.3845,104.0083,↗ 23°,212,244,1375,1922, FlightAware ADS-B (JHB / WMKJ)
Sun 12:35:15 PM,1.3997,104.0149,↗ 24°,228,262,2025,3141, FlightAware ADS-B (QPG / WSAP)
Sun 12:35:31 PM,1.4169,104.0222,↗ 24°,233,268,3050,3000, FlightAware ADS-B (QPG / WSAP)
Sun 12:35:49 PM,1.4339,104.0296,↗ 23°,242,278,3725,1625, FlightAware ADS-B (WSAG)
Sun 12:36:07 PM,1.4533,104.037,↑ 15°,244,281,4025,1000, FlightAware ADS-B (QPG / WSAP)
Sun 12:36:25 PM,1.4734,104.0353,↖ 338°,254,292,4325,1083, FlightAware ADS-B (JHB / WMKJ)
Sun 12:36:43 PM,1.4892,104.0197,← 299°,264,304,4675,1905, FlightAware ADS-B (WSAC)
Sun 12:37:02 PM,1.4981,104.0006,← 294°,271,312,5500,2694, FlightAware ADS-B (QPG / WSAP)
Sun 12:37:32 PM,1.5163,103.963,← 296°,294,338,6875,3025, FlightAware ADS-B (JHB / WMKJ)
Sun 12:38:02 PM,1.5346,103.9258,← 296°,302,348,8525,3180, FlightAware ADS-B (SIN / WSSS)
Sun 12:38:47 PM,1.5629,103.8681,← 296°,316,364,10850,2882, FlightAware ADS-B (JHB / WMKJ)
Sun 12:39:18 PM,1.5826,103.8279,← 296°,328,377,12175,2831, FlightAware ADS-B (WSAG)
Sun 12:39:49 PM,1.6037,103.7846,← 296°,332,382,13775,2926, FlightAware ADS-B (SIN / WSSS)
Sun 12:40:19 PM,1.6237,103.7438,← 296°,338,389,15150,2725, FlightAware ADS-B (WSAG)
Sun 12:40:49 PM,1.6451,103.7003,← 296°,344,396,16500,2475, FlightAware ADS-B (TGA / WSAT)
Sun 12:41:19 PM,1.6661,103.6576,← 296°,354,407,17625,2050, FlightAware ADS-B (JHB / WMKJ)
Sun 12:41:49 PM,1.6885,103.6118,← 296°,369,425,18550,2050, FlightAware ADS-B (QPG / WSAP)
Sun 12:42:19 PM,1.711,103.5657,← 296°,376,433,19675,2225, FlightAware ADS-B (QPG / WSAP)
Sun 12:42:49 PM,1.7342,103.5186,← 296°,382,440,20775,2375, FlightAware ADS-B (SIN / WSSS)
Sun 12:43:19 PM,1.7575,103.4711,← 296°,382,440,22050,1850, FlightAware ADS-B (QPG / WSAP)
Sun 12:43:49 PM,1.7812,103.4227,← 296°,400,460,22625,1100, FlightAware ADS-B (WSAG)
Sun 12:44:19 PM,1.8068,103.3702,← 296°,418,481,23150,1000, FlightAware ADS-B (PKU / WIBB)
Sun 12:44:49 PM,1.8325,103.3179,← 296°,434,499,23625,850, FlightAware ADS-B (PKU / WIBB)
Sun 12:45:19 PM,1.8587,103.2645,← 296°,447,514,24000,363, FlightAware ADS-B (WSAG)
Sun 12:45:51 PM,1.8888,103.2031,← 296°,453,521,24000,, FlightAware ADS-B (SIN / WSSS)
Sun 12:46:21 PM,1.9153,103.1491,← 296°,453,521,24000,, FlightAware ADS-B (WSAG)
Sun 12:46:55 PM,1.9466,103.0852,← 296°,451,519,24000,23, FlightAware ADS-B (MKZ / WMKM)
Sun 12:47:26 PM,1.977,103.0231,← 296°,450,518,24025,24, FlightAware ADS-B (JHB / WMKJ)
Sun 12:47:58 PM,2.0053,102.9653,← 296°,452,520,24025,-21, FlightAware ADS-B (WMAV)
Sun 12:48:36 PM,2.0409,102.893,← 296°,455,524,24000,-375, FlightAware ADS-B (PKU / WIBB)
Sun 12:49:06 PM,2.0676,102.8382,← 296°,439,505,23600,-825, FlightAware ADS-B (PKU / WIBB)
Sun 12:49:36 PM,2.0943,102.7835,← 296°,427,491,23175,-925, FlightAware ADS-B (PKU / WIBB)
Sun 12:50:06 PM,2.1205,102.7298,← 296°,428,493,22675,-1000, FlightAware ADS-B (PKU / WIBB)
Sun 12:50:39 PM,2.1489,102.6716,← 296°,425,489,22125,-643, FlightAware ADS-B (PKU / WIBB)
Sun 12:51:09 PM,2.1733,102.6203,← 291°,423,487,22000,-153, FlightAware ADS-B (WMAP)
Sun 12:51:28 PM,2.1823,102.5817,← 276°,423,487,22000,-660, FlightAware ADS-B (SZB / WMSA)
Sun 12:51:59 PM,2.1883,102.5224,← 276°,415,478,21450,-1279, FlightAware ADS-B (WMAV)
Sun 12:52:29 PM,2.194,102.4673,← 276°,424,488,20700,-1550, FlightAware ADS-B (SZB / WMSA)
Sun 12:52:59 PM,2.2001,102.4088,← 276°,422,486,19900,-1575, FlightAware ADS-B (SZB / WMSA)
Sun 12:53:29 PM,2.2062,102.3487,← 276°,416,479,19125,-1475, FlightAware ADS-B (PKU / WIBB)
Sun 12:53:59 PM,2.2118,102.2938,← 276°,409,471,18425,-1425, FlightAware ADS-B (SZB / WMSA)
Sun 12:54:29 PM,2.2174,102.2374,← 276°,398,458,17700,-1650, FlightAware ADS-B (SZB / WMSA)
Sun 12:54:59 PM,2.2229,102.1844,← 276°,390,449,16775,-2025, FlightAware ADS-B (MKZ / WMKM)
Sun 12:55:29 PM,2.2282,102.1318,← 276°,384,442,15675,-2189, FlightAware ADS-B (MKZ / WMKM)
Sun 12:56:00 PM,2.2339,102.0749,← 276°,373,429,14550,-1672, FlightAware ADS-B (QPG / WSAP)
Sun 12:56:30 PM,2.239,102.0249,← 276°,352,405,13975,-1500, FlightAware ADS-B (QPG / WSAP)
Sun 12:57:00 PM,2.2436,101.9794,← 276°,346,398,13050,-2081, FlightAware ADS-B (MKZ / WMKM)
Sun 12:57:32 PM,2.2489,101.9269,← 276°,345,397,11825,-2190, FlightAware ADS-B (KUL / WMKK)
Sun 12:58:03 PM,2.2538,101.8778,← 276°,341,392,10750,-1623, FlightAware ADS-B (QPG / WSAP)
Sun 12:58:33 PM,2.2583,101.8321,← 276°,324,373,10175,-1011, FlightAware ADS-B (SZB / WMSA)
Sun 12:58:49 PM,2.2607,101.8092,← 276°,307,353,9975,-1239, FlightAware ADS-B (SZB / WMSA)
Sun 12:59:19 PM,2.2649,101.7678,← 276°,294,338,9225,-1650, FlightAware ADS-B (SZB / WMSA)
Sun 12:59:49 PM,2.2689,101.728,← 276°,287,330,8325,-1924, FlightAware ADS-B (SZB / WMSA)
Sun 01:00:05 PM,2.2711,101.707,← 276°,287,330,7750,-2000, FlightAware ADS-B (SZB / WMSA)
Sun 01:00:22 PM,2.2733,101.6853,← 276°,285,328,7225,-2053, FlightAware ADS-B (SZB / WMSA)
Sun 01:00:43 PM,2.279,101.6581,← 294°,285,328,6450,-1950, FlightAware ADS-B (KUL / WMKK)
Sun 01:01:02 PM,2.2943,101.6405,↖ 328°,280,322,5925,-1618, FlightAware ADS-B (SZB / WMSA)
Sun 01:01:21 PM,2.3192,101.634,↑ 360°,273,314,5425,-1382, FlightAware ADS-B (MKZ / WMKM)
Sun 01:01:40 PM,2.3411,101.6418,↗ 35°,270,311,5050,-1043, FlightAware ADS-B (SZB / WMSA)
Sun 01:02:07 PM,2.3656,101.6642,↗ 43°,265,305,4625,-974, FlightAware ADS-B (SZB / WMSA)
Sun 01:02:37 PM,2.3928,101.6889,↗ 43°,263,303,4125,-975, FlightAware ADS-B (SZB / WMSA)
Sun 01:03:07 PM,2.4196,101.7135,↗ 43°,263,303,3650,-1000, FlightAware ADS-B (SZB / WMSA)
Sun 01:03:37 PM,2.4465,101.7386,↗ 43°,264,304,3125,-1000, FlightAware ADS-B (SZB / WMSA)
Sun 01:04:07 PM,2.4731,101.7632,↗ 43°,263,303,2650,-719, FlightAware ADS-B (SZB / WMSA)
Sun 01:04:25 PM,2.4891,101.7781,↗ 43°,245,282,2550,-158, FlightAware ADS-B (KUL / WMKK)
Sun 01:04:45 PM,2.5054,101.7932,↗ 43°,221,254,2550,, FlightAware ADS-B (SZB / WMSA)
Sun 01:05:01 PM,2.5168,101.8037,↗ 43°,205,236,2550,47, FlightAware ADS-B (KUL / WMKK)
Sun 01:05:17 PM,2.5301,101.8088,↑ 1°,199,229,2575,, FlightAware ADS-B (SZB / WMSA)
Sun 01:05:35 PM,2.5463,101.8042,↖ 334°,199,229,2550,-35, FlightAware ADS-B (KUL / WMKK)
Sun 01:06:00 PM,2.5655,101.793,↖ 327°,198,228,2550,, FlightAware ADS-B (SZB / WMSA)
Sun 01:06:20 PM,2.5806,101.783,↖ 326°,179,206,2550,38, FlightAware ADS-B (SZB / WMSA)
Sun 01:06:40 PM,2.5942,101.7739,↖ 326°,175,201,2575,-450, FlightAware ADS-B (SZB / WMSA)
Sun 01:07:10 PM,2.6146,101.7603,↖ 326°,174,200,2175,-811, FlightAware ADS-B (SZB / WMSA)
Sun 01:07:41 PM,2.6347,101.7468,↖ 326°,162,186,1750,-813, FlightAware ADS-B (SZB / WMSA)
Sun 01:07:58 PM,2.6451,101.7399,↖ 326°,157,181,1525,-781, FlightAware ADS-B (SZB / WMSA)
Sun 01:08:29 PM,2.6635,101.7276,↖ 326°,152,175,1125,-765, FlightAware ADS-B (KUL / WMKK)
Sun 01:08:49 PM,2.675,101.7198,↖ 326°,151,174,875,-750, Surface and Near-Surface
Sun 01:09:09 PM,2.6867,101.712,↖ 326°,153,176,625,-792, FlightAware ADS-B (KUL / WMKK)
Sun 01:09:25 PM,2.6964,101.7055,↖ 326°,152,175,400,-844, FlightAware ADS-B (KUL / WMKK)
Sun 01:10:16 PM    Arrival (KUL) @ Sunday 01:10:16 PM +08,,,,,,,, FlightAware
Taxi Time: 11 minutes,,,,,,,,
Sun 01:22:00 PM    Gate Arrival (KUL) @ Sunday 01:22:00 PM +08,,,,,,,, Airline
,,,,,,,,
Sat 12:44:00 PM    Left Gate (SIN) @ Saturday 12:44:00 PM +08,,,,,,,, Airline
Taxi Time: 11 minutes,,,,,,,,
Sat 12:55:58 PM    Departure (SIN) @ Saturday 12:55:58 PM +08,,,,,,,, FlightAware ADS-B (WSAG)
